,Unnamed: 0,fold,sampler,pvalue,loss,oodness
130,8,noise_0.15000000000000002,RandomSampler,1.1549144561319327e-253,6.40606564686,0.7660190742319332
131,8,noise_0.15000000000000002,RandomSampler,8.448895088581279e-273,6.300208515384,0.753360980118608
132,8,noise_0.15000000000000002,RandomSampler,1.0353155810961696e-242,6.31752183158,0.7554312571303405
133,8,noise_0.15000000000000002,RandomSampler,9.66230257664153e-263,6.471465063854,0.773839350142719
134,8,noise_0.15000000000000002,RandomSampler,7.96477122131269e-274,6.4844797548635995,0.775395609804759
135,9,noise_0.2,ClassOrderSampler,1.36e-321,9.357613954,1.1189568095632025
136,9,noise_0.2,ClassOrderSampler,5.83e-322,9.31985044,1.1144411561764467
137,9,noise_0.2,ClassOrderSampler,2.1e-322,11.924352,1.4258800304884425
138,9,noise_0.2,ClassOrderSampler,1.53e-322,11.9056934,1.4236488882731781
139,9,noise_0.2,ClassOrderSampler,2.96e-322,3.6130006220472,0.43203231816030113
140,9,noise_0.2,ClassOrderSampler,2.37e-322,3.743622269826,0.44765168255991683
141,9,noise_0.2,ClassOrderSampler,1.7e-322,6.840836858,0.8180077766617004
142,9,noise_0.2,ClassOrderSampler,1.6e-322,6.843880140000001,0.8183716836506041
143,9,noise_0.2,ClassOrderSampler,1.3e-322,4.256697709286,0.5090037814630769
144,9,noise_0.2,ClassOrderSampler,1.33e-322,4.06825768204,0.4864706600159099
145,9,noise_0.2,ClassOrderSampler,1.53e-322,10.7776498,1.2887606492510248
146,9,noise_0.2,ClassOrderSampler,1.1e-322,10.922396799999998,1.3060690830152333
147,9,noise_0.2,ClassOrderSampler,9e-323,0.3137618899586,0.037518752651739894
148,9,noise_0.2,ClassOrderSampler,8e-323,0.2894232695706,0.034608409785235446
149,9,noise_0.2,ClassOrderSampler,1.4e-322,11.1652002,1.335102821653165
150,9,noise_0.2,ClassOrderSampler,1.3e-322,11.159681400000002,1.3344428992764812
151,9,noise_0.2,ClassOrderSampler,3.46e-322,7.971466599999999,0.9532052591743014
152,9,noise_0.2,ClassOrderSampler,3.3e-322,8.098970999999999,0.9684518719679702
153,9,noise_0.2,ClassOrderSampler,2.1e-322,10.6101224,1.2687282001737374
154,10,noise_0.2,ClusterSampler,1.24e-322,8.2521638590112,0.986770237483975
155,10,noise_0.2,ClusterSampler,4.15e-322,7.7172032968666,0.9228011779777766
156,10,noise_0.2,ClusterSampler,1.53e-322,7.1384266706599995,0.8535927183967893
157,10,noise_0.2,ClusterSampler,1.24e-322,7.508012067824801,0.8977866869560392
158,10,noise_0.2,ClusterSampler,1.93e-322,7.50693161238,0.8976574891730005
159,10,noise_0.2,ClusterSampler,1.6e-322,7.855974770396,0.9393950753155126
160,10,noise_0.2,ClusterSampler,1.7e-322,7.686211737812,0.9190952956648712
161,10,noise_0.2,ClusterSampler,1.3e-322,7.92785262639,0.9479900244998514
162,10,noise_0.2,ClusterSampler,1.33e-322,8.20219768883,0.9807954252458458
163,10,noise_0.2,ClusterSampler,1.43e-322,7.926559696304,0.9478354196047222
164,10,noise_0.2,ClusterSampler,1.24e-322,8.40438134699,1.0049719709115095
165,10,noise_0.2,ClusterSampler,2.1e-322,7.563029788346001,0.9043655491880644
166,10,noise_0.2,ClusterSampler,4e-322,7.8039620657799995,0.9331755443218243
167,10,noise_0.2,ClusterSampler,3.9e-322,7.548946623514,0.9026815244712474
168,10,noise_0.2,ClusterSampler,1.63e-322,7.474688728288,0.8938019769781126
169,10,noise_0.2,ClusterSampler,2.1e-322,7.4052506588564,0.8854987705180728
170,10,noise_0.2,ClusterSampler,4e-322,7.2141539539820005,0.8626479711310244
171,10,noise_0.2,ClusterSampler,2.96e-322,7.796524217646,0.9322861476381239
172,10,noise_0.2,ClusterSampler,1.3e-322,7.76941970266,0.9290450669777566
173,11,noise_0.2,RandomSampler,2e-322,7.855014418161599,0.9392802391321069
174,11,noise_0.2,RandomSampler,2.03e-322,7.57635505029,0.9059589460373839
175,11,noise_0.2,RandomSampler,2.47e-322,8.002972523634,0.9569726477377903
176,11,noise_0.2,RandomSampler,2.5e-322,7.839816457473999,0.93746291030379
177,11,noise_0.2,RandomSampler,2.4e-322,7.597955367021401,0.9085418503561703
178,11,noise_0.2,RandomSampler,1.9e-322,7.6749820786719996,0.917752485026866
179,11,noise_0.2,RandomSampler,2.03e-322,7.97677919836,0.953840524546502
180,11,noise_0.2,RandomSampler,2.47e-322,7.445210660353999,0.8902770736203055
181,11,noise_0.2,RandomSampler,2.4e-322,7.416316497574,0.886821991976818
182,11,noise_0.2,RandomSampler,1.63e-322,7.7426047069674,0.9258386062094305
183,11,noise_0.2,RandomSampler,1.63e-322,7.5447722457354,0.9021823642725028
184,11,noise_0.2,RandomSampler,2.57e-322,7.2861354910422,0.8712553182017919
185,11,noise_0.2,RandomSampler,3.06e-322,7.971120063256399,0.9531638212980521
186,11,noise_0.2,RandomSampler,2.2e-322,7.64534730816334,0.9142088436217478
187,11,noise_0.2,RandomSampler,2.03e-322,7.5507610785086,0.9028984918287205
188,11,noise_0.2,RandomSampler,2.5e-322,7.6760978151020005,0.9178859016095724
189,11,noise_0.2,RandomSampler,2.03e-322,7.8466435502922,0.9382792746073398
190,11,noise_0.2,RandomSampler,2.27e-322,7.879819701145999,0.9422463841820073
191,11,noise_0.2,RandomSampler,1.93e-322,7.548400860282199,0.9026162636592888
