,ind_dataset,ood_dataset,rep_model,sample_size,vanilla_p,kn_p,loss
0,CVC_ClinicDB,CVC_ClinicDB,SegmentationModel,10,1.3994375698608218e-13,8.085521090730372e-08,0.6117715835571289
1,CVC_ClinicDB,CVC_ClinicDB,SegmentationModel,10,3.1099727846852674e-09,5.786399985305171e-07,0.44374175667762755
2,CVC_ClinicDB,CVC_ClinicDB,SegmentationModel,10,3.4663426357093914e-09,7.052441913048601e-06,0.11447023749351501
3,CVC_ClinicDB,CVC_ClinicDB,SegmentationModel,10,9.219551025915596e-10,1.4767376620453829e-05,0.21432653069496155
4,CVC_ClinicDB,CVC_ClinicDB,SegmentationModel,10,4.0659721180774554e-12,8.085521090730372e-08,0.5523055493831635
5,CVC_ClinicDB,CVC_ClinicDB,SegmentationModel,10,3.859113116231422e-09,8.085521090730372e-08,0.5578476369380951
6,CVC_ClinicDB,CVC_ClinicDB,SegmentationModel,10,1.4195894219527823e-08,5.809627289330904e-05,0.21233043670654297
7,CVC_ClinicDB,CVC_ClinicDB,SegmentationModel,10,5.4578364002695044e-11,2.9797081712253577e-05,0.40627763867378236
8,CVC_ClinicDB,CVC_ClinicDB,SegmentationModel,10,5.864822322876421e-09,1.4058938542208932e-06,0.20820151567459105
9,CVC_ClinicDB,CVC_ClinicDB,SegmentationModel,10,3.828396327669389e-08,5.809627289330904e-05,0.08966262936592102
10,CVC_ClinicDB,CVC_ClinicDB,SegmentationModel,10,4.355511953324977e-08,0.00035640144010714247,0.24788474440574645
11,CVC_ClinicDB,CVC_ClinicDB,SegmentationModel,10,7.553099771213475e-09,5.809627289330904e-05,0.2683085024356842
0,CVC_ClinicDB,CVC_ClinicDB,SegmentationModel,20,1.596627103924533e-20,7.345547838632435e-16,0.35044209063053133
1,CVC_ClinicDB,CVC_ClinicDB,SegmentationModel,20,8.359377120132265e-15,3.42983280461859e-07,0.561795037984848
2,CVC_ClinicDB,CVC_ClinicDB,SegmentationModel,20,7.927428956451834e-11,9.656970631534453e-07,0.1886705458164215
3,CVC_ClinicDB,CVC_ClinicDB,SegmentationModel,20,3.4026264606630654e-11,2.0582533242823405e-08,0.26403054893016814
4,CVC_ClinicDB,CVC_ClinicDB,SegmentationModel,20,1.0001923083802385e-14,1.0418627151176967e-11,0.42352613508701326
5,CVC_ClinicDB,CVC_ClinicDB,SegmentationModel,20,1.1147384519560719e-13,9.656970631534453e-07,0.18075152933597566
0,CVC_ClinicDB,CVC_ClinicDB,SegmentationModel,50,2.9702700092125105e-25,1.2891960149547697e-12,0.42312964916229245
1,CVC_ClinicDB,CVC_ClinicDB,SegmentationModel,50,1.4334217766824986e-28,2.2486766216565975e-09,0.2386970353126526
0,CVC_ClinicDB,CVC_ClinicDB,SegmentationModel,100,4.856618207715186e-48,2.5589755065128225e-13,0.33091334223747254
0,CVC_ClinicDB,EtisDataset,SegmentationModel,10,2.609859060713148e-25,2.6527300166438223e-11,0.6338550209999084
1,CVC_ClinicDB,EtisDataset,SegmentationModel,10,2.8708449667844585e-24,2.6527300166438223e-11,0.7687331140041351
2,CVC_ClinicDB,EtisDataset,SegmentationModel,10,2.609859060713148e-25,2.6527300166438223e-11,0.33681008219718933
3,CVC_ClinicDB,EtisDataset,SegmentationModel,10,2.609859060713148e-25,2.6527300166438223e-11,0.7597328722476959
4,CVC_ClinicDB,EtisDataset,SegmentationModel,10,4.791163500108472e-17,2.6527300166438223e-11,0.6136539101600647
5,CVC_ClinicDB,EtisDataset,SegmentationModel,10,2.8708449667844585e-24,2.6527300166438223e-11,0.6043888568878174
6,CVC_ClinicDB,EtisDataset,SegmentationModel,10,2.612468919773859e-22,2.6527300166438223e-11,0.4553134083747864
7,CVC_ClinicDB,EtisDataset,SegmentationModel,10,2.609859060713148e-25,2.6527300166438223e-11,0.8120425879955292
8,CVC_ClinicDB,EtisDataset,SegmentationModel,10,2.609859060713148e-25,2.6527300166438223e-11,0.35385615229606626
9,CVC_ClinicDB,EtisDataset,SegmentationModel,10,2.609859060713148e-25,2.6527300166438223e-11,0.23033189177513122
10,CVC_ClinicDB,EtisDataset,SegmentationModel,10,1.7225069800706742e-23,2.6527300166438223e-11,0.06356561779975892
11,CVC_ClinicDB,EtisDataset,SegmentationModel,10,2.4109356031055945e-20,2.9180030183082047e-10,0.463346928358078
12,CVC_ClinicDB,EtisDataset,SegmentationModel,10,5.0756539012749146e-21,2.6527300166438223e-11,0.3842266917228699
13,CVC_ClinicDB,EtisDataset,SegmentationModel,10,2.609859060713148e-25,2.6527300166438223e-11,0.7810204148292541
14,CVC_ClinicDB,EtisDataset,SegmentationModel,10,2.609859060713148e-25,2.6527300166438223e-11,0.5434540808200836
