,fold,pvalue,loss,sampler
36,ind,1.4709001144644481e-15,0.3504420906305313,ClusterSampler
37,ind,2.95028867777716e-10,0.561795037984848,ClusterSampler
38,ind,8.307227663435887e-06,0.1886705458164215,ClusterSampler
39,ind,3.4273162011701542e-09,0.2640305489301681,ClusterSampler
40,ind,1.1490597842869508e-14,0.4235261350870132,ClusterSampler
41,ind,2.821157219676847e-13,0.1807515293359756,ClusterSampler
42,ind,9.794821116601825e-07,0.2920566111803054,RandomSampler
43,ind,3.5294976396968256e-08,0.2777655303478241,RandomSampler
44,ind,0.0001431122026887,0.4237558960914612,RandomSampler
45,ind,6.450966986689262e-07,0.3106285631656647,RandomSampler
46,ind,9.611726648030855e-08,0.3008600115776062,RandomSampler
47,ind,9.392674727554512e-07,0.3605331033468246,RandomSampler
48,ind,3.607641490147569e-09,0.0748911708593368,SequentialSampler
49,ind,3.4273162011701542e-09,0.1061306357383728,SequentialSampler
50,ind,2.4533428173906606e-17,0.5591194301843643,SequentialSampler
51,ind,4.4349644081268803e-10,0.3736028999090194,SequentialSampler
52,ind,3.691022831920833e-17,0.5264014571905136,SequentialSampler
53,ind,3.711633853649277e-12,0.2979929774999618,SequentialSampler
120,ood,8.534254555717452e-14,0.534659281373024,ClusterSampler
121,ood,1.3759083815960167e-09,0.2074511259794235,ClusterSampler
122,ood,1.0418981550990428e-15,0.2787877023220062,ClusterSampler
123,ood,3.398300903548765e-14,0.4882775813341141,ClusterSampler
124,ood,1.0418981550990428e-15,0.5446444869041442,ClusterSampler
125,ood,3.112505310863266e-40,0.6099038004875184,ClusterSampler
126,ood,2.986595612009877e-25,0.6503416210412979,ClusterSampler
127,ood,2.7066236480533285e-19,0.5407772898674011,ClusterSampler
128,ood,9.642657963562039e-20,0.6143485009670258,ClusterSampler
129,ood,2.5577332283159383e-11,0.4431472927331924,RandomSampler
130,ood,1.4214373452919648e-13,0.5634892165660859,RandomSampler
131,ood,1.3500072908441302e-15,0.6867480546236038,RandomSampler
132,ood,1.0683863849461285e-12,0.4730059206485748,RandomSampler
133,ood,8.72929421995806e-12,0.5988485664129257,RandomSampler
134,ood,3.121541620798477e-13,0.3760923773050308,RandomSampler
135,ood,3.981553350948659e-10,0.0480482280254364,RandomSampler
136,ood,2.575197905924854e-10,0.0,RandomSampler
137,ood,2.575197905924854e-10,0.0,RandomSampler
138,ood,6.676835126358549e-17,0.8515278935432434,SequentialSampler
139,ood,2.0412673201856498e-13,0.412866461277008,SequentialSampler
140,ood,2.0345396959086438e-13,0.5154869079589843,SequentialSampler
141,ood,4.8105505780586315e-28,0.5238685965538025,SequentialSampler
142,ood,2.013821459486005e-12,0.4321191102266312,SequentialSampler
143,ood,9.054686134524015e-15,0.3100917488336563,SequentialSampler
144,ood,1.0375017702877556e-41,0.3188477516174316,SequentialSampler
145,ood,2.596753736073997e-21,0.7454375267028809,SequentialSampler
146,ood,3.0593343819968546e-11,0.3927425116300583,SequentialSampler
