,fold,pvalue,loss,sampler
0,ind,0.0002003738291706,0.6117715835571289,ClusterSampler
1,ind,0.0003564014401071,0.4437417566776275,ClusterSampler
2,ind,0.0629783456500374,0.114470237493515,ClusterSampler
3,ind,0.0103296371760779,0.2143265306949615,ClusterSampler
4,ind,0.0629783456500374,0.5523055493831635,ClusterSampler
5,ind,0.0068061794357754,0.5578476369380951,ClusterSampler
6,ind,0.0068061794357754,0.2123304367065429,ClusterSampler
7,ind,0.0002003738291706,0.4062776386737823,ClusterSampler
8,ind,7.052441913048601e-06,0.208201515674591,ClusterSampler
9,ind,0.253039779063393,0.089662629365921,ClusterSampler
10,ind,0.0454189902111589,0.2478847444057464,ClusterSampler
11,ind,0.1519963192305682,0.2683085024356842,ClusterSampler
12,ind,0.1519963192305682,0.2383197069168091,RandomSampler
13,ind,0.3181812033718457,0.2645639002323151,RandomSampler
14,ind,0.3945921063834522,0.2253675103187561,RandomSampler
15,ind,0.3181812033718457,0.4162703096866608,RandomSampler
16,ind,0.1977437997850547,0.3212660789489746,RandomSampler
17,ind,0.1977437997850547,0.3083727180957794,RandomSampler
18,ind,0.1519963192305682,0.2500943660736084,RandomSampler
19,ind,0.0629783456500374,0.3047870337963104,RandomSampler
20,ind,0.1977437997850547,0.2888401508331298,RandomSampler
21,ind,0.1150364978500132,0.4715590298175812,RandomSampler
22,ind,0.0454189902111589,0.4088434636592865,RandomSampler
23,ind,0.0857801780431282,0.4166033506393433,RandomSampler
24,ind,0.0027832050730584,0.0824121236801147,SequentialSampler
25,ind,0.0454189902111589,0.0673702180385589,SequentialSampler
26,ind,0.3181812033718457,0.0899709105491638,SequentialSampler
27,ind,0.0224330415100774,0.1222903609275817,SequentialSampler
28,ind,5.809627289330904e-05,0.6179640591144562,SequentialSampler
29,ind,0.0027832050730584,0.5002748012542725,SequentialSampler
30,ind,2.9180030183082047e-10,0.2885370671749115,SequentialSampler
31,ind,0.0103296371760779,0.4586687326431274,SequentialSampler
32,ind,0.0043962674591146,0.6194147825241089,SequentialSampler
33,ind,2.9797081712253577e-05,0.4333881318569183,SequentialSampler
34,ind,0.0629783456500374,0.2601175963878631,SequentialSampler
35,ind,0.1977437997850547,0.3358683586120605,SequentialSampler
63,ood,5.809627289330904e-05,0.4039164543151855,ClusterSampler
64,ood,0.0103296371760779,0.1431710004806518,ClusterSampler
65,ood,7.052441913048601e-06,0.5802367091178894,ClusterSampler
66,ood,2.6527300166438223e-11,0.3337141394615173,ClusterSampler
67,ood,5.786399985305171e-07,0.8294120788574219,ClusterSampler
68,ood,0.0006178973521373,0.7297592401504517,ClusterSampler
69,ood,0.0027832050730584,0.6252699613571167,ClusterSampler
70,ood,0.0068061794357754,0.3333409488201141,ClusterSampler
71,ood,2.6527300166438223e-11,0.6046262800693512,ClusterSampler
72,ood,7.586807847601333e-09,0.5065522789955139,ClusterSampler
73,ood,0.1150364978500132,0.89936962723732,ClusterSampler
74,ood,2.9180030183082047e-10,0.4343645215034485,ClusterSampler
75,ood,8.085521090730372e-08,0.8462699592113495,ClusterSampler
76,ood,2.9797081712253577e-05,0.4968352556228638,ClusterSampler
77,ood,0.0001095669281332,0.2338760495185852,ClusterSampler
78,ood,0.1977437997850547,0.2906735777854919,ClusterSampler
79,ood,0.0224330415100774,0.4396393418312073,ClusterSampler
80,ood,0.0103296371760779,0.5292793691158295,ClusterSampler
81,ood,0.0321922312463717,0.4043841421604156,ClusterSampler
82,ood,0.0629783456500374,0.590987753868103,RandomSampler
83,ood,0.0001095669281332,0.4842617869377136,RandomSampler
84,ood,0.0027832050730584,0.6042077124118805,RandomSampler
85,ood,0.0006178973521373,0.609248548746109,RandomSampler
86,ood,5.809627289330904e-05,0.4840483903884888,RandomSampler
87,ood,0.0002003738291706,0.6265791237354279,RandomSampler
88,ood,0.0454189902111589,0.5596214294433594,RandomSampler
89,ood,0.0224330415100774,0.3089372277259826,RandomSampler
90,ood,0.0454189902111589,0.5377056479454041,RandomSampler
91,ood,0.1150364978500132,0.5748299300670624,RandomSampler
92,ood,0.0103296371760779,0.3741704881191253,RandomSampler
93,ood,0.0321922312463717,0.506349790096283,RandomSampler
94,ood,1.4058938542208932e-06,0.1178114831447601,RandomSampler
95,ood,2.6527300166438223e-11,0.0,RandomSampler
96,ood,2.6527300166438223e-11,0.0,RandomSampler
97,ood,2.6527300166438223e-11,0.0,RandomSampler
98,ood,2.6527300166438223e-11,0.0,RandomSampler
99,ood,2.6527300166438223e-11,0.0,RandomSampler
100,ood,2.6527300166438223e-11,0.0,RandomSampler
101,ood,0.0003564014401071,0.9065103113651276,SequentialSampler
102,ood,0.0224330415100774,0.7965454757213593,SequentialSampler
103,ood,2.9797081712253577e-05,0.3881379067897796,SequentialSampler
104,ood,0.0068061794357754,0.4375950157642364,SequentialSampler
105,ood,1.4058938542208932e-06,0.4897861242294311,SequentialSampler
106,ood,0.0010451859722047,0.5411876916885376,SequentialSampler
107,ood,0.0027832050730584,0.2852782011032104,SequentialSampler
108,ood,2.6527300166438223e-11,0.7624589920043945,SequentialSampler
109,ood,0.0027832050730584,0.3025931239128113,SequentialSampler
110,ood,0.0321922312463717,0.561645096540451,SequentialSampler
111,ood,8.085521090730372e-08,0.5235977232456207,SequentialSampler
112,ood,0.0043962674591146,0.0965857744216918,SequentialSampler
113,ood,2.6527300166438223e-11,0.486315244436264,SequentialSampler
114,ood,2.6527300166438223e-11,0.1513802587985992,SequentialSampler
115,ood,1.4058938542208932e-06,0.8049000144004822,SequentialSampler
116,ood,0.0153644825379032,0.6859750390052796,SequentialSampler
117,ood,0.0001095669281332,0.5919499278068543,SequentialSampler
118,ood,0.0224330415100774,0.1935350954532623,SequentialSampler
119,ood,0.0153644825379032,0.362211149930954,SequentialSampler
