,ind_dataset,ood_dataset,rep_model,sample_size,vanilla_p,kn_p,loss
0,cifar,cifar10_0.0,Wrapped,100,1.719996587170289e-106,0.08609088756628817,1.8022244866857182
1,cifar,cifar10_0.0,Wrapped,100,3.2885153749593846e-113,0.20159374291934457,1.5337395175638084
2,cifar,cifar10_0.0,Wrapped,100,3.566663917333889e-70,0.07143654944636102,1.9101226190399394
3,cifar,cifar10_0.0,Wrapped,100,1.1766973296231349e-79,0.004966324542922391,1.5172770789921741
4,cifar,cifar10_0.0,Wrapped,100,1.4804822520227798e-80,0.09431637171212964,1.3595566233513068
5,cifar,cifar10_0.0,Wrapped,100,1.8195960769448354e-53,0.035614712633158394,1.8545161485486097
6,cifar,cifar10_0.0,Wrapped,100,3.554876518005795e-25,0.29276334392933195,4.596457564448937
7,cifar,cifar10_0.0,Wrapped,100,6.363986206054875e-25,0.08609088756628817,4.308888130299747
8,cifar,cifar10_0.0,Wrapped,100,9.758783605732019e-30,0.005638388773359207,3.93831997823203
9,cifar,cifar10_0.0,Wrapped,100,1.8088912120506977e-30,0.21783322268571823,4.737030347213149
10,cifar,cifar10_0.0,Wrapped,100,1.404475639568898e-34,0.04374847081530197,3.872884289259091
11,cifar,cifar10_0.0,Wrapped,100,1.1674522620110782e-24,0.018593599293376836,4.352934543034062
12,cifar,cifar10_0.0,Wrapped,100,9.605104331511146e-30,0.010417041646170072,4.692394693060778
13,cifar,cifar10_0.0,Wrapped,100,6.714542452336055e-29,0.08609088756628817,3.918994330849964
14,cifar,cifar10_0.0,Wrapped,100,1.1866691173375409e-29,0.07143654944636102,3.910758748096414
15,cifar,cifar10_0.0,Wrapped,100,1.3640496165041213e-28,0.005638388773359207,3.5898518020962364
16,cifar,cifar10_0.0,Wrapped,100,4.3856206582051234e-33,0.011729077340633958,3.672750840873923
17,cifar,cifar10_0.0,Wrapped,100,3.0999491226668903e-35,0.06494022920568901,3.8388541225322843
18,cifar,cifar10_0.0,Wrapped,100,2.6892903813281275e-37,0.10318684944381334,3.3980453027313344
19,cifar,cifar10_0.0,Wrapped,100,3.45183504151133e-36,0.1458258918637001,3.7533514783135615
20,cifar,cifar10_0.0,Wrapped,100,1.4429086287501052e-43,0.09431637171212964,4.512378738895059
21,cifar,cifar10_0.0,Wrapped,100,1.0063310782402843e-49,0.0483882228069963,4.41362773431465
22,cifar,cifar10_0.0,Wrapped,100,4.314991186418423e-49,0.08609088756628817,4.28601193720242
23,cifar,cifar10_0.0,Wrapped,100,4.658444699981287e-49,0.09431637171212964,4.254014855641872
24,cifar,cifar10_0.0,Wrapped,100,3.5160940540327192e-47,0.032068017514261284,4.297661113343201
25,cifar,cifar10_0.0,Wrapped,100,5.535807237944836e-50,0.253263298639521,4.271896259104833
26,cifar,cifar10_0.0,Wrapped,100,7.495330330458645e-50,0.07847565209171033,4.003374792654068
27,cifar,cifar10_0.0,Wrapped,100,4.934619115336889e-51,0.10318684944381334,4.654871841697022
28,cifar,cifar10_0.0,Wrapped,100,1.8322605340893617e-18,0.20159374291934457,5.7564035269315355
29,cifar,cifar10_0.0,Wrapped,100,2.699975604880933e-18,0.05344703231951623,5.984865920273587
30,cifar,cifar10_0.0,Wrapped,100,3.0248192186216187e-21,0.12300392451700602,6.561273894391488
