,fold,path,loss
0,ood,"('/home/birk/Datasets/NjordYolo/ood/images/00_hermes_dag14_frame_100.jpg',)",0.921125590801239
1,ood,"('/home/birk/Datasets/NjordYolo/ood/images/00_hermes_dag14_frame_1000.jpg',)",0.9219714403152466
2,ood,"('/home/birk/Datasets/NjordYolo/ood/images/00_hermes_dag14_frame_10000.jpg',)",0.9203835129737854
3,ood,"('/home/birk/Datasets/NjordYolo/ood/images/00_hermes_dag14_frame_10025.jpg',)",0.9202815294265747
4,ood,"('/home/birk/Datasets/NjordYolo/ood/images/00_hermes_dag14_frame_10050.jpg',)",0.9205341935157776
5,ood,"('/home/birk/Datasets/NjordYolo/ood/images/00_hermes_dag14_frame_10075.jpg',)",0.9208923578262329
6,ood,"('/home/birk/Datasets/NjordYolo/ood/images/00_hermes_dag14_frame_10100.jpg',)",0.920886218547821
7,ood,"('/home/birk/Datasets/NjordYolo/ood/images/00_hermes_dag14_frame_10125.jpg',)",0.9205281138420105
8,ood,"('/home/birk/Datasets/NjordYolo/ood/images/00_hermes_dag14_frame_10150.jpg',)",0.9205265045166016
9,ood,"('/home/birk/Datasets/NjordYolo/ood/images/00_hermes_dag14_frame_10175.jpg',)",0.9205285310745239
10,ood,"('/home/birk/Datasets/NjordYolo/ood/images/00_hermes_dag14_frame_10200.jpg',)",0.9201644659042358
11,ood,"('/home/birk/Datasets/NjordYolo/ood/images/00_hermes_dag14_frame_10225.jpg',)",0.9203857183456421
12,ood,"('/home/birk/Datasets/NjordYolo/ood/images/00_hermes_dag14_frame_1025.jpg',)",0.9214988946914673
13,ood,"('/home/birk/Datasets/NjordYolo/ood/images/00_hermes_dag14_frame_10250.jpg',)",0.9203907251358032
14,ood,"('/home/birk/Datasets/NjordYolo/ood/images/00_hermes_dag14_frame_10275.jpg',)",0.9205265045166016
15,ood,"('/home/birk/Datasets/NjordYolo/ood/images/00_hermes_dag14_frame_10300.jpg',)",0.9201518297195435
16,ood,"('/home/birk/Datasets/NjordYolo/ood/images/00_hermes_dag14_frame_10325.jpg',)",0.9206321239471436
17,ood,"('/home/birk/Datasets/NjordYolo/ood/images/00_hermes_dag14_frame_10350.jpg',)",0.9206505417823792
18,ood,"('/home/birk/Datasets/NjordYolo/ood/images/00_hermes_dag14_frame_10375.jpg',)",0.9206401705741882
19,ood,"('/home/birk/Datasets/NjordYolo/ood/images/00_hermes_dag14_frame_10400.jpg',)",0.9199150204658508
20,ood,"('/home/birk/Datasets/NjordYolo/ood/images/00_hermes_dag14_frame_10425.jpg',)",0.9203837513923645
21,ood,"('/home/birk/Datasets/NjordYolo/ood/images/00_hermes_dag14_frame_10450.jpg',)",0.9206405878067017
22,ood,"('/home/birk/Datasets/NjordYolo/ood/images/00_hermes_dag14_frame_10475.jpg',)",0.9212467670440674
23,ood,"('/home/birk/Datasets/NjordYolo/ood/images/00_hermes_dag14_frame_1050.jpg',)",0.9218570590019226
24,ood,"('/home/birk/Datasets/NjordYolo/ood/images/00_hermes_dag14_frame_10500.jpg',)",0.9207640290260315
25,ood,"('/home/birk/Datasets/NjordYolo/ood/images/00_hermes_dag14_frame_10525.jpg',)",0.9208869934082031
26,ood,"('/home/birk/Datasets/NjordYolo/ood/images/00_hermes_dag14_frame_10550.jpg',)",0.9208924770355225
27,ood,"('/home/birk/Datasets/NjordYolo/ood/images/00_hermes_dag14_frame_10575.jpg',)",0.9208840131759644
28,ood,"('/home/birk/Datasets/NjordYolo/ood/images/00_hermes_dag14_frame_10600.jpg',)",0.920638918876648
29,ood,"('/home/birk/Datasets/NjordYolo/ood/images/00_hermes_dag14_frame_10625.jpg',)",0.920883297920227
30,ood,"('/home/birk/Datasets/NjordYolo/ood/images/00_hermes_dag14_frame_10650.jpg',)",0.9210023880004883
31,ood,"('/home/birk/Datasets/NjordYolo/ood/images/00_hermes_dag14_frame_10675.jpg',)",0.9211281538009644
32,ood,"('/home/birk/Datasets/NjordYolo/ood/images/00_hermes_dag14_frame_10700.jpg',)",0.9209974408149719
33,ood,"('/home/birk/Datasets/NjordYolo/ood/images/00_hermes_dag14_frame_10725.jpg',)",0.9206548929214478
34,ood,"('/home/birk/Datasets/NjordYolo/ood/images/00_hermes_dag14_frame_1075.jpg',)",0.921848475933075
35,ood,"('/home/birk/Datasets/NjordYolo/ood/images/00_hermes_dag14_frame_10750.jpg',)",0.9205207824707031
36,ood,"('/home/birk/Datasets/NjordYolo/ood/images/00_hermes_dag14_frame_10775.jpg',)",0.9206429719924927
37,ood,"('/home/birk/Datasets/NjordYolo/ood/images/00_hermes_dag14_frame_10800.jpg',)",0.9207647442817688
38,ood,"('/home/birk/Datasets/NjordYolo/ood/images/00_hermes_dag14_frame_10825.jpg',)",0.9210097789764404
39,ood,"('/home/birk/Datasets/NjordYolo/ood/images/00_hermes_dag14_frame_10850.jpg',)",0.9210091829299927
40,ood,"('/home/birk/Datasets/NjordYolo/ood/images/00_hermes_dag14_frame_10875.jpg',)",0.9206506013870239
41,ood,"('/home/birk/Datasets/NjordYolo/ood/images/00_hermes_dag14_frame_10900.jpg',)",0.920638382434845
42,ood,"('/home/birk/Datasets/NjordYolo/ood/images/00_hermes_dag14_frame_10925.jpg',)",0.9206417202949524
43,ood,"('/home/birk/Datasets/NjordYolo/ood/images/00_hermes_dag14_frame_10950.jpg',)",0.9207578301429749
44,ood,"('/home/birk/Datasets/NjordYolo/ood/images/00_hermes_dag14_frame_10975.jpg',)",0.9205268621444702
45,ood,"('/home/birk/Datasets/NjordYolo/ood/images/00_hermes_dag14_frame_1100.jpg',)",0.9225768446922302
46,ood,"('/home/birk/Datasets/NjordYolo/ood/images/00_hermes_dag14_frame_11000.jpg',)",0.9206362962722778
47,ood,"('/home/birk/Datasets/NjordYolo/ood/images/00_hermes_dag14_frame_11025.jpg',)",0.9206456542015076
48,ood,"('/home/birk/Datasets/NjordYolo/ood/images/00_hermes_dag14_frame_11050.jpg',)",0.9205324649810791
49,ood,"('/home/birk/Datasets/NjordYolo/ood/images/00_hermes_dag14_frame_11075.jpg',)",0.9208759665489197
50,ood,"('/home/birk/Datasets/NjordYolo/ood/images/00_hermes_dag14_frame_11100.jpg',)",0.9206447005271912
51,ood,"('/home/birk/Datasets/NjordYolo/ood/images/00_hermes_dag14_frame_11125.jpg',)",0.9203944206237793
