,ind_dataset,ood_dataset,rep_model,sample_size,vanilla_p,kn_p,loss
0,nico_dim,nico_0.0,ResNetClassifier,10,7.497245121604144e-06,5.809627289330904e-05,3.5061020463705064
1,nico_dim,nico_0.0,ResNetClassifier,10,9.727680091559037e-05,2.9797081712253577e-05,2.7158320993185043
2,nico_dim,nico_0.0,ResNetClassifier,10,7.955315922098922e-05,0.0006178973521373264,1.9342420160770417
3,nico_dim,nico_0.0,ResNetClassifier,10,0.0010666038408203068,0.0006178973521373264,3.3100176095962524
4,nico_dim,nico_0.0,ResNetClassifier,10,4.8819998373411125e-05,0.0017252080065113414,2.9955809116363525
5,nico_dim,nico_0.0,ResNetClassifier,10,0.0017238921000678857,0.002783205073058452,2.6576794505119326
6,nico_dim,nico_0.0,ResNetClassifier,10,0.00029103352038431924,0.0017252080065113414,2.902780055999756
7,nico_dim,nico_0.0,ResNetClassifier,10,0.00010531732820992912,0.00035640144010714247,4.486960482597351
8,nico_dim,nico_0.0,ResNetClassifier,10,5.2129867238853325e-06,0.00035640144010714247,5.498661518096924
9,nico_dim,nico_0.0,ResNetClassifier,10,0.00019496609111678743,0.0006178973521373264,6.750148010253906
10,nico_dim,nico_0.0,ResNetClassifier,10,0.00015033065956048867,0.00035640144010714247,5.372329807281494
11,nico_dim,nico_0.0,ResNetClassifier,10,0.000147568889374715,0.0010451859722047311,5.274377655982971
12,nico_dim,nico_0.0,ResNetClassifier,10,4.753086592853459e-05,0.0017252080065113414,6.760016584396363
13,nico_dim,nico_0.0,ResNetClassifier,10,0.00024121149784297108,0.004396267459114668,4.1577146530151365
14,nico_dim,nico_0.0,ResNetClassifier,10,0.002797801713802308,0.006806179435775496,3.304447551071644
15,nico_dim,nico_0.0,ResNetClassifier,10,1.8317805174336273e-05,3.228186739154365e-06,2.9039106339216234
16,nico_dim,nico_0.0,ResNetClassifier,10,0.00020070022204832723,0.002783205073058452,2.513898551464081
17,nico_dim,nico_0.0,ResNetClassifier,10,0.0001620153740261825,0.006806179435775496,2.4782583594322203
