,Unnamed: 0,fold,path,loss
268,268,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag1/images/05_hermes_dag1_frame_7000.jpg',)",0.92132830619812
269,269,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag1/images/05_hermes_dag1_frame_7025.jpg',)",0.9194424152374268
270,270,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag1/images/05_hermes_dag1_frame_7050.jpg',)",0.9188041090965272
271,271,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag1/images/05_hermes_dag1_frame_7075.jpg',)",0.9191957712173462
272,272,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag1/images/05_hermes_dag1_frame_7100.jpg',)",0.918674111366272
273,273,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag1/images/05_hermes_dag1_frame_7125.jpg',)",0.9193052649497986
274,274,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag1/images/05_hermes_dag1_frame_7150.jpg',)",0.9208291172981262
275,275,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag1/images/05_hermes_dag1_frame_7175.jpg',)",0.9210719466209412
276,276,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag1/images/05_hermes_dag1_frame_7200.jpg',)",0.9211919903755188
277,277,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag1/images/05_hermes_dag1_frame_7225.jpg',)",0.9233886003494264
279,279,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag1/images/05_hermes_dag1_frame_7250.jpg',)",0.922102689743042
280,280,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag1/images/05_hermes_dag1_frame_7275.jpg',)",0.9209532737731934
281,281,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag1/images/05_hermes_dag1_frame_7300.jpg',)",0.9212974905967712
316,316,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag1/images/05_hermes_dag1_frame_8075.jpg',)",0.9779977798461914
317,317,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag1/images/05_hermes_dag1_frame_8100.jpg',)",0.9764672517776488
318,318,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag1/images/05_hermes_dag1_frame_8125.jpg',)",0.9736623167991638
319,319,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag1/images/05_hermes_dag1_frame_8150.jpg',)",0.9756848216056824
320,320,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag1/images/05_hermes_dag1_frame_8175.jpg',)",0.9756526350975036
321,321,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag1/images/05_hermes_dag1_frame_8200.jpg',)",0.9784616827964784
322,322,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag1/images/05_hermes_dag1_frame_8225.jpg',)",0.9777349829673768
324,324,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag1/images/05_hermes_dag1_frame_8250.jpg',)",0.9867809414863586
325,325,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag1/images/05_hermes_dag1_frame_8275.jpg',)",0.9852083921432496
326,326,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag1/images/05_hermes_dag1_frame_8300.jpg',)",0.984965443611145
329,329,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag1/images/05_hermes_dag1_frame_8375.jpg',)",0.9016495943069458
330,330,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag1/images/05_hermes_dag1_frame_8400.jpg',)",0.904388666152954
331,331,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag1/images/05_hermes_dag1_frame_8425.jpg',)",0.9017300605773926
332,332,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag1/images/05_hermes_dag1_frame_8450.jpg',)",0.9041176438331604
333,333,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag1/images/05_hermes_dag1_frame_8475.jpg',)",0.9041412472724916
335,335,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag1/images/05_hermes_dag1_frame_8500.jpg',)",0.9012374877929688
336,336,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag1/images/05_hermes_dag1_frame_8525.jpg',)",0.8947381973266602
337,337,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag1/images/05_hermes_dag1_frame_8550.jpg',)",0.8945958018302917
359,359,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag3/images/05_hermes_dag3_frame_10000.jpg',)",0.981645941734314
360,360,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag3/images/05_hermes_dag3_frame_10025.jpg',)",0.980901837348938
361,361,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag3/images/05_hermes_dag3_frame_10050.jpg',)",0.9816110730171204
362,362,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag3/images/05_hermes_dag3_frame_10075.jpg',)",0.9553875923156738
363,363,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag3/images/05_hermes_dag3_frame_10100.jpg',)",0.9553662538528442
364,364,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag3/images/05_hermes_dag3_frame_10125.jpg',)",0.95463764667511
391,391,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag3/images/05_hermes_dag3_frame_1075.jpg',)",0.8000358939170837
402,402,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag3/images/05_hermes_dag3_frame_1100.jpg',)",0.8015990853309631
413,413,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag3/images/05_hermes_dag3_frame_1125.jpg',)",0.8023449182510376
475,475,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag3/images/05_hermes_dag3_frame_1425.jpg',)",0.8004926443099976
476,476,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag3/images/05_hermes_dag3_frame_1450.jpg',)",0.800925612449646
522,522,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag3/images/05_hermes_dag3_frame_25.jpg',)",0.8506557941436768
562,562,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag3/images/05_hermes_dag3_frame_3375.jpg',)",0.8473927974700928
566,566,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag3/images/05_hermes_dag3_frame_3475.jpg',)",0.8739162683486938
568,568,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag3/images/05_hermes_dag3_frame_3500.jpg',)",0.8723530173301697
569,569,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag3/images/05_hermes_dag3_frame_3525.jpg',)",0.96441388130188
584,584,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag3/images/05_hermes_dag3_frame_3875.jpg',)",0.8452105522155762
585,585,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag3/images/05_hermes_dag3_frame_3900.jpg',)",0.8744503855705261
586,586,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag3/images/05_hermes_dag3_frame_3925.jpg',)",0.9071494936943054
587,587,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag3/images/05_hermes_dag3_frame_3950.jpg',)",0.8970942497253418
588,588,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag3/images/05_hermes_dag3_frame_3975.jpg',)",0.9107853174209596
590,590,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag3/images/05_hermes_dag3_frame_4000.jpg',)",0.928257405757904
591,591,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag3/images/05_hermes_dag3_frame_4025.jpg',)",0.9128657579421996
592,592,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag3/images/05_hermes_dag3_frame_4050.jpg',)",0.8791422843933105
593,593,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag3/images/05_hermes_dag3_frame_4075.jpg',)",0.910851776599884
594,594,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag3/images/05_hermes_dag3_frame_4100.jpg',)",0.9060637950897216
801,801,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag3/images/05_hermes_dag3_frame_8750.jpg',)",0.9826973080635072
802,802,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag3/images/05_hermes_dag3_frame_8775.jpg',)",0.982469916343689
803,803,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag3/images/05_hermes_dag3_frame_8800.jpg',)",0.9827182292938232
804,804,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag3/images/05_hermes_dag3_frame_8825.jpg',)",0.9829701781272888
805,805,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag3/images/05_hermes_dag3_frame_8850.jpg',)",0.9816313982009888
806,806,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag3/images/05_hermes_dag3_frame_8875.jpg',)",0.9816051721572876
807,807,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag3/images/05_hermes_dag3_frame_8900.jpg',)",0.9823295474052428
808,808,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag3/images/05_hermes_dag3_frame_8925.jpg',)",0.982339084148407
809,809,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag3/images/05_hermes_dag3_frame_8950.jpg',)",0.9822157621383668
810,810,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag3/images/05_hermes_dag3_frame_8975.jpg',)",0.9814916253089904
812,812,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag3/images/05_hermes_dag3_frame_9000.jpg',)",0.9803119897842408
813,813,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag3/images/05_hermes_dag3_frame_9025.jpg',)",0.9810250997543336
814,814,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag3/images/05_hermes_dag3_frame_9050.jpg',)",0.9812604188919068
815,815,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag3/images/05_hermes_dag3_frame_9075.jpg',)",0.9822301864624025
816,816,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag3/images/05_hermes_dag3_frame_9100.jpg',)",0.9822092056274414
817,817,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag3/images/05_hermes_dag3_frame_9125.jpg',)",0.9823354482650756
818,818,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag3/images/05_hermes_dag3_frame_9150.jpg',)",0.9832069873809814
819,819,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag3/images/05_hermes_dag3_frame_9175.jpg',)",0.9823607206344604
820,820,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag3/images/05_hermes_dag3_frame_9200.jpg',)",0.9818547368049622
821,821,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag3/images/05_hermes_dag3_frame_9225.jpg',)",0.9822300672531128
823,823,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag3/images/05_hermes_dag3_frame_9250.jpg',)",0.982109785079956
824,824,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag3/images/05_hermes_dag3_frame_9275.jpg',)",0.9819767475128174
825,825,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag3/images/05_hermes_dag3_frame_9300.jpg',)",0.9819748401641846
826,826,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag3/images/05_hermes_dag3_frame_9325.jpg',)",0.9813806414604188
827,827,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag3/images/05_hermes_dag3_frame_9350.jpg',)",0.981241762638092
828,828,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag3/images/05_hermes_dag3_frame_9375.jpg',)",0.9811152815818788
829,829,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag3/images/05_hermes_dag3_frame_9400.jpg',)",0.9813766479492188
830,830,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag3/images/05_hermes_dag3_frame_9425.jpg',)",0.981741428375244
831,831,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag3/images/05_hermes_dag3_frame_9450.jpg',)",0.9813671112060548
832,832,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag3/images/05_hermes_dag3_frame_9475.jpg',)",0.9825872778892516
834,834,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag3/images/05_hermes_dag3_frame_9500.jpg',)",0.9825890064239502
835,835,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag3/images/05_hermes_dag3_frame_9525.jpg',)",0.9824653267860411
836,836,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag3/images/05_hermes_dag3_frame_9550.jpg',)",0.9822185635566713
837,837,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag3/images/05_hermes_dag3_frame_9575.jpg',)",0.9821147918701172
838,838,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag3/images/05_hermes_dag3_frame_9600.jpg',)",0.982122242450714
839,839,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag3/images/05_hermes_dag3_frame_9625.jpg',)",0.9819660186767578
840,840,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag3/images/05_hermes_dag3_frame_9650.jpg',)",0.982090950012207
841,841,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag3/images/05_hermes_dag3_frame_9675.jpg',)",0.9826949834823608
842,842,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag3/images/05_hermes_dag3_frame_9700.jpg',)",0.9828156232833862
843,843,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag3/images/05_hermes_dag3_frame_9725.jpg',)",0.9814685583114624
845,845,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag3/images/05_hermes_dag3_frame_9750.jpg',)",0.9808717370033264
846,846,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag3/images/05_hermes_dag3_frame_9775.jpg',)",0.9807668328285216
847,847,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag3/images/05_hermes_dag3_frame_9800.jpg',)",0.9808890223503112
848,848,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag3/images/05_hermes_dag3_frame_9825.jpg',)",0.9811393022537231
849,849,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag3/images/05_hermes_dag3_frame_9850.jpg',)",0.9816153049468994
850,850,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag3/images/05_hermes_dag3_frame_9875.jpg',)",0.9828251600265504
851,851,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag3/images/05_hermes_dag3_frame_9900.jpg',)",0.9839054942131042
852,852,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag3/images/05_hermes_dag3_frame_9925.jpg',)",0.9831815958023072
853,853,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag3/images/05_hermes_dag3_frame_9950.jpg',)",0.9821059703826904
854,854,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag3/images/05_hermes_dag3_frame_9975.jpg',)",0.982006847858429
856,856,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_100.jpg',)",0.9668865203857422
861,861,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_10075.jpg',)",0.8996976017951965
862,862,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_10100.jpg',)",0.8997161388397217
863,863,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_10125.jpg',)",0.8992600440979004
864,864,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_10150.jpg',)",0.8993481993675232
865,865,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_10175.jpg',)",0.8994711637496948
866,866,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_10200.jpg',)",0.8991382122039795
