,Unnamed: 0,fold,path,loss
867,867,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_10225.jpg',)",0.8993821144104004
869,869,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_10250.jpg',)",0.8991522192955017
870,870,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_10275.jpg',)",0.8991409540176392
871,871,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_10300.jpg',)",0.8992487192153931
915,915,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_11300.jpg',)",0.9073917269706726
916,916,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_11325.jpg',)",0.8936282396316528
917,917,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_11350.jpg',)",0.8680872321128845
918,918,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_11375.jpg',)",0.863508403301239
948,948,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_12050.jpg',)",0.8899195194244385
949,949,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_12075.jpg',)",0.8924545645713806
950,950,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_12100.jpg',)",0.8853070139884949
951,951,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_12125.jpg',)",0.8934604525566101
952,952,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_12150.jpg',)",0.8792138695716858
953,953,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_12175.jpg',)",0.8875360488891602
954,954,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_12200.jpg',)",0.8863615393638611
955,955,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_12225.jpg',)",0.8875359296798706
957,957,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_12250.jpg',)",0.8869085311889648
958,958,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_12275.jpg',)",0.8948845863342285
959,959,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_12300.jpg',)",0.894729733467102
960,960,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_12325.jpg',)",0.8949545621871948
961,961,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_12350.jpg',)",0.8949102163314819
962,962,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_12375.jpg',)",0.894768476486206
963,963,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_12400.jpg',)",0.8949599266052246
964,964,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_12425.jpg',)",0.8948239088058472
965,965,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_12450.jpg',)",0.8945751786231995
966,966,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_12475.jpg',)",0.8914844989776611
967,967,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_125.jpg',)",0.9666489362716676
969,969,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_12500.jpg',)",0.8916823863983154
970,970,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_12525.jpg',)",0.8928543329238892
971,971,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_12550.jpg',)",0.8942470550537109
972,972,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_12575.jpg',)",0.8944904208183289
973,973,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_12600.jpg',)",0.8946247100830078
974,974,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_12625.jpg',)",0.8946281671524048
975,975,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_12650.jpg',)",0.8946278691291809
976,976,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_12675.jpg',)",0.8947421908378601
977,977,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_12700.jpg',)",0.8943072557449341
978,978,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_12725.jpg',)",0.8942984342575073
1060,1060,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_14575.jpg',)",0.9367243051528932
1061,1061,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_14600.jpg',)",0.9163460731506348
1062,1062,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_14625.jpg',)",0.9248230457305908
1078,1078,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_150.jpg',)",0.967146933078766
1089,1089,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_175.jpg',)",0.9668757319450378
1100,1100,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_200.jpg',)",0.966775119304657
1111,1111,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_225.jpg',)",0.9667702913284302
1122,1122,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_25.jpg',)",0.9668708443641664
1123,1123,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_250.jpg',)",0.966782569885254
1134,1134,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_275.jpg',)",0.9670255184173584
1145,1145,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_300.jpg',)",0.9666516780853271
1156,1156,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_325.jpg',)",0.9667452573776244
1167,1167,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_350.jpg',)",0.966873049736023
1178,1178,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_375.jpg',)",0.9667516946792604
1189,1189,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_400.jpg',)",0.9671252965927124
1190,1190,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_4000.jpg',)",0.9668920040130616
1191,1191,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_4025.jpg',)",0.9666176438331604
1192,1192,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_4050.jpg',)",0.9668914079666138
1193,1193,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_4075.jpg',)",0.9666540026664734
1194,1194,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_4100.jpg',)",0.966866970062256
1195,1195,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_4125.jpg',)",0.9662714600563048
1196,1196,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_4150.jpg',)",0.9662564396858216
1197,1197,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_4175.jpg',)",0.9665119647979736
1198,1198,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_4200.jpg',)",0.966635763645172
1199,1199,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_4225.jpg',)",0.9664844274520874
1200,1200,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_425.jpg',)",0.9666627645492554
1201,1201,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_4250.jpg',)",0.9663890600204468
1202,1202,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_4275.jpg',)",0.96650493144989
1203,1203,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_4300.jpg',)",0.9666311740875244
1204,1204,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_4325.jpg',)",0.966502606868744
1205,1205,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_4350.jpg',)",0.9665334820747375
1206,1206,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_4375.jpg',)",0.9662704467773438
1207,1207,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_4400.jpg',)",0.966265082359314
1208,1208,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_4425.jpg',)",0.966640830039978
1209,1209,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_4450.jpg',)",0.9663814306259156
1210,1210,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_4475.jpg',)",0.9666279554367064
1211,1211,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_450.jpg',)",0.9668993949890136
1212,1212,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_4500.jpg',)",0.9663900136947632
1213,1213,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_4525.jpg',)",0.9661518335342408
1214,1214,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_4550.jpg',)",0.9661527276039124
1215,1215,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_4575.jpg',)",0.9659171104431152
1216,1216,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_4600.jpg',)",0.9662725925445556
1217,1217,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_4625.jpg',)",0.9665015935897828
1218,1218,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_4650.jpg',)",0.966510772705078
1219,1219,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_4675.jpg',)",0.96638023853302
1220,1220,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_4700.jpg',)",0.9665024280548096
1221,1221,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_4725.jpg',)",0.9662532806396484
1222,1222,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_475.jpg',)",0.9667795300483704
1223,1223,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_4750.jpg',)",0.9662644863128662
1224,1224,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag7/images/05_hermes_dag7_frame_4775.jpg',)",0.9661306738853456
