,ind_dataset,ood_dataset,rep_model,sample_size,vanilla_p,kn_p,loss,sampler
0,cifar10,cifar10_0.0,Wrapped,100,9.085245539921294e-27,0.253263298639521,5.013173742373474,ClusterSampler
1,cifar10,cifar10_0.0,Wrapped,100,5.3744388876638904e-27,0.02883503827570163,5.818778303141007,ClusterSampler
2,cifar10,cifar10_0.0,Wrapped,100,3.0884234234591953e-31,0.014808406583149046,4.858159751166531,ClusterSampler
3,cifar10,cifar10_0.0,Wrapped,100,3.808825507713004e-50,0.09431637171212964,3.5985352991055697,ClusterSampler
4,cifar10,cifar10_0.0,Wrapped,100,3.637332524899759e-59,0.014808406583149046,2.263732269161401,ClusterSampler
5,cifar10,cifar10_0.0,Wrapped,100,8.176437647272164e-124,0.011729077340633958,0.0831020064246195,ClusterSampler
6,cifar10,cifar10_0.0,Wrapped,100,5.234830683822453e-22,0.12300392451700602,4.491256196494942,ClusterSampler
7,cifar10,cifar10_0.0,Wrapped,100,5.379327815459436e-35,0.035614712633158394,4.2796505843475465,ClusterSampler
8,cifar10,cifar10_0.0,Wrapped,100,2.299871990688116e-21,0.112737534770601,5.262652918389067,ClusterSampler
9,cifar10,cifar10_0.0,Wrapped,100,1.2861920897074953e-34,0.016604826009144452,6.556076389327646,ClusterSampler
10,cifar10,cifar10_0.0,Wrapped,100,3.0647778463158614e-24,0.016604826009144452,3.894409035844819,ClusterSampler
11,cifar10,cifar10_0.0,Wrapped,100,4.98198152942897e-15,0.1458258918637001,3.887731991319597,ClusterSampler
12,cifar10,cifar10_0.0,Wrapped,100,6.531916565972582e-21,0.032068017514261284,3.6219247268239267,ClusterSampler
13,cifar10,cifar10_0.0,Wrapped,100,1.8302551148717777e-39,0.08609088756628817,2.11652873233601,ClusterSampler
14,cifar10,cifar10_0.0,Wrapped,100,9.8394037895407e-41,0.09431637171212964,2.9174989805263065,ClusterSampler
15,cifar10,cifar10_0.0,Wrapped,100,1.51999770239395e-37,0.0483882228069963,4.003065370069162,ClusterSampler
16,cifar10,cifar10_0.0,Wrapped,100,1.6427639349211606e-24,0.013188183980475807,5.042042973937387,ClusterSampler
17,cifar10,cifar10_0.0,Wrapped,100,1.7303717144625227e-86,0.06494022920568901,2.7336822558501446,ClusterSampler
18,cifar10,cifar10_0.0,Wrapped,100,2.320793245274962e-48,0.07847565209171033,1.8102368704822356,ClusterSampler
19,cifar10,cifar10_0.0,Wrapped,100,6.921313135225017e-27,0.08609088756628817,4.449418519887277,ClusterSampler
20,cifar10,cifar10_0.0,Wrapped,100,2.4569058900154684e-66,0.035614712633158394,3.0018076916813152,ClusterSampler
21,cifar10,cifar10_0.0,Wrapped,100,1.7851344168997002e-31,0.006392541507766507,4.83909389660148,ClusterSampler
22,cifar10,cifar10_0.0,Wrapped,100,8.408889275541973e-97,0.039499619549488454,1.7174941874563046,ClusterSampler
23,cifar10,cifar10_0.0,Wrapped,100,5.028903160847846e-61,0.253263298639521,0.8196018246038693,ClusterSampler
24,cifar10,cifar10_0.0,Wrapped,100,1.3614967381249721e-58,0.05895422140436825,1.893722983381631,ClusterSampler
25,cifar10,cifar10_0.0,Wrapped,100,2.1064371711996083e-66,0.007237544452751682,1.496963343413736,ClusterSampler
26,cifar10,cifar10_0.0,Wrapped,100,3.779860674581601e-36,0.08609088756628817,6.830200381843606,ClusterSampler
27,cifar10,cifar10_0.0,Wrapped,100,1.2480387044614168e-21,0.112737534770601,4.001622439697967,ClusterSampler
28,cifar10,cifar10_0.0,Wrapped,100,2.0890110457764777e-33,0.039499619549488454,2.4322744167695056,ClusterSampler
29,cifar10,cifar10_0.0,Wrapped,100,1.3682189786011354e-40,0.032068017514261284,2.3662460531893883,ClusterSampler
30,cifar10,cifar10_0.0,Wrapped,100,5.360096687121704e-52,0.032068017514261284,3.803944660904817,ClusterSampler
31,cifar10,cifar10_0.0,Wrapped,100,9.478822952946574e-48,0.025892518939781218,2.5704955668735785,ClusterSampler
32,cifar10,cifar10_0.0,Wrapped,100,1.0776777963540452e-41,0.016604826009144452,2.779963286243874,ClusterSampler
33,cifar10,cifar10_0.0,Wrapped,100,3.0303237694461825e-79,0.1458258918637001,1.066948921165798,ClusterSampler
34,cifar10,cifar10_0.0,Wrapped,100,1.277687993480309e-29,0.023218438292161275,3.4044769504650763,ClusterSampler
35,cifar10,cifar10_0.0,Wrapped,100,7.913737604097701e-50,0.1458258918637001,2.687312462402624,ClusterSampler
36,cifar10,cifar10_0.0,Wrapped,100,3.701695092573137e-49,0.001711433685181948,1.5555362317231038,ClusterSampler
37,cifar10,cifar10_0.0,Wrapped,100,2.2120420263249902e-33,0.06494022920568901,2.2679762064061832,ClusterSampler
38,cifar10,cifar10_0.0,Wrapped,100,1.3049712096515888e-17,0.011729077340633958,3.1149964771326633,ClusterSampler
39,cifar10,cifar10_0.0,Wrapped,100,7.567818766298682e-30,0.07143654944636102,1.7355430943801913,ClusterSampler
40,cifar10,cifar10_0.0,Wrapped,100,5.324870047548645e-92,0.05895422140436825,0.20410981871794548,ClusterSampler
41,cifar10,cifar10_0.0,Wrapped,100,9.377750302307885e-58,0.025892518939781218,1.6508440123814625,ClusterSampler
42,cifar10,cifar10_0.0,Wrapped,100,7.25122686211096e-97,0.010417041646170072,3.5169805728001142,ClusterSampler
43,cifar10,cifar10_0.0,Wrapped,100,5.159997828135436e-38,0.013188183980475807,3.620286480281093,ClusterSampler
44,cifar10,cifar10_0.0,Wrapped,100,6.707307611543957e-17,0.06494022920568901,4.143666166285985,ClusterSampler
45,cifar10,cifar10_0.0,Wrapped,100,1.2411782714769916e-46,0.014808406583149046,3.0010214223954246,ClusterSampler
46,cifar10,cifar10_0.0,Wrapped,100,1.769106976234276e-49,0.06494022920568901,4.433920514124911,ClusterSampler
47,cifar10,cifar10_0.0,Wrapped,100,2.4552224664951543e-40,0.05344703231951623,1.8882492189624462,ClusterSampler
48,cifar10,cifar10_0.0,Wrapped,100,8.37880492968795e-76,0.0483882228069963,2.144136174054465,ClusterSampler
49,cifar10,cifar10_0.0,Wrapped,100,7.266945071796003e-43,0.0483882228069963,3.497674983837642,ClusterSampler
50,cifar10,cifar10_0.0,Wrapped,100,6.653647802448269e-44,0.1340215826761443,3.7036041958346324,ClusterSampler
51,cifar10,cifar10_0.0,Wrapped,100,3.1820374288202376e-34,0.04374847081530197,5.6140076052399674,ClusterSampler
52,cifar10,cifar10_0.0,Wrapped,100,8.345759213559685e-42,0.014808406583149046,5.2229993005128925,ClusterSampler
53,cifar10,cifar10_0.0,Wrapped,100,9.707288535926019e-30,0.016604826009144452,3.687560402553645,ClusterSampler
54,cifar10,cifar10_0.0,Wrapped,100,2.0544392541838377e-16,0.018593599293376836,4.670791393073741,ClusterSampler
55,cifar10,cifar10_0.0,Wrapped,100,2.874142089561871e-12,0.1458258918637001,5.2441274002194405,ClusterSampler
56,cifar10,cifar10_0.0,Wrapped,100,2.843305418415667e-28,0.112737534770601,4.857323756990954,ClusterSampler
57,cifar10,cifar10_0.0,Wrapped,100,1.915823097141e-36,0.09431637171212964,3.9041809619039123,ClusterSampler
58,cifar10,cifar10_0.0,Wrapped,100,1.6778028507163389e-40,0.112737534770601,4.709889549463988,ClusterSampler
59,cifar10,cifar10_0.0,Wrapped,100,1.8479079876486134e-38,0.09431637171212964,2.408924997458371,ClusterSampler
60,cifar10,cifar10_0.0,Wrapped,100,2.7654077321815022e-52,0.17193333202718564,3.195222801073687,ClusterSampler
61,cifar10,cifar10_0.0,Wrapped,100,8.603672009486625e-25,0.08609088756628817,4.419230306691024,ClusterSampler
62,cifar10,cifar10_0.0,Wrapped,100,3.360517074111044e-43,0.002948022173855442,6.722124837402953,ClusterSampler
63,cifar10,cifar10_0.0,Wrapped,100,6.139512913624598e-53,0.00013209773447200317,3.3613030729014644,ClusterSampler
64,cifar10,cifar10_0.0,Wrapped,100,5.386772363560658e-24,0.05895422140436825,3.594188034209401,ClusterSampler
65,cifar10,cifar10_0.0,Wrapped,100,3.403449676805086e-79,0.025892518939781218,2.9872766830815816,ClusterSampler
66,cifar10,cifar10_0.0,Wrapped,100,1.7220746414958604e-72,0.04374847081530197,2.813758757384785,ClusterSampler
67,cifar10,cifar10_0.0,Wrapped,100,5.79774988520916e-53,0.025892518939781218,3.816989345042966,ClusterSampler
68,cifar10,cifar10_0.0,Wrapped,100,3.9275148631156694e-25,0.21783322268571823,5.965648192826193,ClusterSampler
69,cifar10,cifar10_0.0,Wrapped,100,4.191863986649677e-28,0.02883503827570163,6.205998681257479,ClusterSampler
70,cifar10,cifar10_0.0,Wrapped,100,9.502186301130013e-29,0.1584517677860415,4.008514080941677,ClusterSampler
71,cifar10,cifar10_0.0,Wrapped,100,6.410638868679473e-40,0.18630353783178355,4.750257103104814,ClusterSampler
72,cifar10,cifar10_0.0,Wrapped,100,6.926879944338719e-38,0.035614712633158394,2.1769060212914657,ClusterSampler
73,cifar10,cifar10_0.0,Wrapped,100,2.3353862828999362e-23,0.07847565209171033,5.218226067687647,ClusterSampler
74,cifar10,cifar10_0.0,Wrapped,100,4.0398807665856186e-36,0.09431637171212964,3.4934519446259946,ClusterSampler
75,cifar10,cifar10_0.0,Wrapped,100,1.7501443938700101e-71,0.05344703231951623,3.7658223535855084,ClusterSampler
76,cifar10,cifar10_0.0,Wrapped,100,4.716640637449928e-56,0.0483882228069963,2.4658358051723916,ClusterSampler
77,cifar10,cifar10_0.0,Wrapped,100,5.522851283765172e-61,0.02883503827570163,1.67572468428516,ClusterSampler
78,cifar10,cifar10_0.0,Wrapped,100,1.0868347988392863e-48,0.1458258918637001,2.593984073088286,ClusterSampler
79,cifar10,cifar10_0.0,Wrapped,100,3.7264296112421053e-70,0.07847565209171033,0.6997600349491632,ClusterSampler
80,cifar10,cifar10_0.0,Wrapped,100,1.1687017316105657e-47,0.112737534770601,1.2374829340535554,ClusterSampler
81,cifar10,cifar10_0.0,Wrapped,100,1.3550830098747434e-25,0.007237544452751682,1.9850379202980548,ClusterSampler
82,cifar10,cifar10_0.0,Wrapped,100,3.045185051963633e-35,0.011729077340633958,3.834497326277196,ClusterSampler
83,cifar10,cifar10_0.0,Wrapped,100,5.66121094286106e-26,0.112737534770601,2.15351689651201,ClusterSampler
84,cifar10,cifar10_0.0,Wrapped,100,2.184760881136829e-45,0.07143654944636102,1.8965912072420905,ClusterSampler
85,cifar10,cifar10_0.0,Wrapped,100,1.6070846310070963e-44,0.002948022173855442,3.9444844387704507,ClusterSampler
86,cifar10,cifar10_0.0,Wrapped,100,2.7817656801752374e-86,0.07847565209171033,2.3787729259978505,ClusterSampler
87,cifar10,cifar10_0.0,Wrapped,100,1.1231657532084903e-54,0.05895422140436825,2.136838497009653,ClusterSampler
88,cifar10,cifar10_0.0,Wrapped,100,8.72377890752816e-53,0.12300392451700602,0.9091302670584992,ClusterSampler
89,cifar10,cifar10_0.0,Wrapped,100,1.0321920988265652e-28,0.17193333202718564,3.017625908071186,ClusterSampler
90,cifar10,cifar10_0.0,Wrapped,100,4.079857334310828e-51,0.1458258918637001,5.002810885659747,ClusterSampler
91,cifar10,cifar10_0.0,Wrapped,100,1.2919853879576849e-45,0.1340215826761443,4.739566172022896,ClusterSampler
92,cifar10,cifar10_0.0,Wrapped,100,3.208897114578715e-31,0.21783322268571823,4.827608840209432,ClusterSampler
93,cifar10,cifar10_0.0,Wrapped,100,5.873218366548801e-51,0.020791997193519672,4.66971675884095,ClusterSampler
94,cifar10,cifar10_0.0,Wrapped,100,6.68194950511019e-16,0.23504861641221936,4.349070560857654,ClusterSampler
95,cifar10,cifar10_0.0,Wrapped,100,4.696622438070149e-34,0.010417041646170072,3.9539429858604853,ClusterSampler
96,cifar10,cifar10_0.0,Wrapped,100,4.6547450342411485e-18,0.05344703231951623,4.122293911199085,ClusterSampler
97,cifar10,cifar10_0.0,Wrapped,100,1.8474071746975524e-22,0.10318684944381334,5.821539509994909,ClusterSampler
98,cifar10,cifar10_0.0,Wrapped,100,4.406220052151469e-34,0.21783322268571823,4.263379472934175,ClusterSampler
0,cifar10,cifar10_0.0,Wrapped,100,0.009430398406584283,0.18630353783178355,3.4840554415689255,RandomSampler
1,cifar10,cifar10_0.0,Wrapped,100,0.10647256609612768,0.10318684944381334,3.2846949707601927,RandomSampler
2,cifar10,cifar10_0.0,Wrapped,100,0.046887321595529906,0.3364257003845413,3.938387552801869,RandomSampler
3,cifar10,cifar10_0.0,Wrapped,100,0.028859191806616728,0.07847565209171033,3.213107409228796,RandomSampler
4,cifar10,cifar10_0.0,Wrapped,100,0.017497369901997774,0.02883503827570163,2.9176154231829785,RandomSampler
5,cifar10,cifar10_0.0,Wrapped,100,0.02832264714232787,0.29276334392933195,2.9299778502590015,RandomSampler
6,cifar10,cifar10_0.0,Wrapped,100,0.018047302361741874,0.1458258918637001,3.201544859583082,RandomSampler
7,cifar10,cifar10_0.0,Wrapped,100,0.05157126285198415,0.1584517677860415,3.425740486030335,RandomSampler
8,cifar10,cifar10_0.0,Wrapped,100,0.02073008954582485,0.0483882228069963,3.664210775050742,RandomSampler
9,cifar10,cifar10_0.0,Wrapped,100,0.0043267444481334995,0.2724966677507765,3.813715416713742,RandomSampler
10,cifar10,cifar10_0.0,Wrapped,100,0.011237823511851259,0.07847565209171033,4.688233551218218,RandomSampler
11,cifar10,cifar10_0.0,Wrapped,100,0.035702682531699684,0.07143654944636102,3.4132369508411853,RandomSampler
12,cifar10,cifar10_0.0,Wrapped,100,0.005971882639428452,0.008182925625578114,3.824309626648246,RandomSampler
13,cifar10,cifar10_0.0,Wrapped,100,0.01756256227285769,0.10318684944381334,4.129469875122158,RandomSampler
14,cifar10,cifar10_0.0,Wrapped,100,0.0742413459479573,0.29276334392933195,2.8325849539244383,RandomSampler
15,cifar10,cifar10_0.0,Wrapped,100,0.024019233068773328,0.12300392451700602,3.6855382123783964,RandomSampler
16,cifar10,cifar10_0.0,Wrapped,100,0.0046102695377406855,0.17193333202718564,3.5173537909195147,RandomSampler
17,cifar10,cifar10_0.0,Wrapped,100,0.0196459647337494,0.09431637171212964,3.1287243458669445,RandomSampler
18,cifar10,cifar10_0.0,Wrapped,100,0.05426547337835488,0.23504861641221936,3.0730770224422486,RandomSampler
19,cifar10,cifar10_0.0,Wrapped,100,0.013250155150403967,0.1458258918637001,3.2224652445912216,RandomSampler
20,cifar10,cifar10_0.0,Wrapped,100,0.04007674925607766,0.05344703231951623,3.304363841873419,RandomSampler
21,cifar10,cifar10_0.0,Wrapped,100,0.0006164006434883898,0.07847565209171033,4.070824662343179,RandomSampler
22,cifar10,cifar10_0.0,Wrapped,100,0.07672522039301992,0.1340215826761443,3.6064731000906702,RandomSampler
23,cifar10,cifar10_0.0,Wrapped,100,0.07416483412430691,0.07847565209171033,2.672668040075795,RandomSampler
24,cifar10,cifar10_0.0,Wrapped,100,0.06248795146718792,0.23504861641221936,3.860436694496657,RandomSampler
