,ind_dataset,ood_dataset,rep_model,sample_size,vanilla_p,kn_p,loss,sampler
25,cifar10,cifar10_0.0,Wrapped,100,0.01362694011804705,0.08609088756628817,3.3954759926680342,RandomSampler
26,cifar10,cifar10_0.0,Wrapped,100,0.11624138516380163,0.18630353783178355,3.596398953319367,RandomSampler
27,cifar10,cifar10_0.0,Wrapped,100,0.009656826496221276,0.011729077340633958,3.4276043737654707,RandomSampler
28,cifar10,cifar10_0.0,Wrapped,100,0.020156928643129544,0.3598180966851865,3.278012085070104,RandomSampler
29,cifar10,cifar10_0.0,Wrapped,100,0.06382223313553048,0.1458258918637001,3.595922651433775,RandomSampler
30,cifar10,cifar10_0.0,Wrapped,100,0.04851230440889429,0.09431637171212964,3.4014354916635967,RandomSampler
31,cifar10,cifar10_0.0,Wrapped,100,0.0009509923531243404,0.1458258918637001,3.4274501385101392,RandomSampler
32,cifar10,cifar10_0.0,Wrapped,100,0.08460158071098958,0.07847565209171033,3.261471987493169,RandomSampler
33,cifar10,cifar10_0.0,Wrapped,100,0.019573918967276463,0.06494022920568901,3.530560558164016,RandomSampler
34,cifar10,cifar10_0.0,Wrapped,100,0.023534811543041708,0.20159374291934457,3.302333222676402,RandomSampler
35,cifar10,cifar10_0.0,Wrapped,100,0.010921142776512802,0.20159374291934457,3.607391054653781,RandomSampler
36,cifar10,cifar10_0.0,Wrapped,100,0.030593997827062944,0.20159374291934457,3.598552800167363,RandomSampler
37,cifar10,cifar10_0.0,Wrapped,100,0.004775040444451977,0.29276334392933195,3.015007354492232,RandomSampler
38,cifar10,cifar10_0.0,Wrapped,100,0.0029570863294511494,0.2724966677507765,2.993219980534266,RandomSampler
39,cifar10,cifar10_0.0,Wrapped,100,0.017089478996862903,0.039499619549488454,3.9559565864254207,RandomSampler
40,cifar10,cifar10_0.0,Wrapped,100,0.11316013095090426,0.112737534770601,3.1703021154491897,RandomSampler
41,cifar10,cifar10_0.0,Wrapped,100,0.05345056824264646,0.253263298639521,3.6336043679736396,RandomSampler
42,cifar10,cifar10_0.0,Wrapped,100,0.0010993270274264556,0.112737534770601,3.896930080757711,RandomSampler
43,cifar10,cifar10_0.0,Wrapped,100,0.0010856191972653288,0.016604826009144452,3.3621241201111114,RandomSampler
44,cifar10,cifar10_0.0,Wrapped,100,0.03465679296219084,0.1458258918637001,3.1074049993220774,RandomSampler
45,cifar10,cifar10_0.0,Wrapped,100,0.015600197418518345,0.18630353783178355,3.462341352255862,RandomSampler
46,cifar10,cifar10_0.0,Wrapped,100,0.04339028671563459,0.20159374291934457,3.882068190767268,RandomSampler
47,cifar10,cifar10_0.0,Wrapped,100,0.035580611285253645,0.112737534770601,2.9576274671665397,RandomSampler
48,cifar10,cifar10_0.0,Wrapped,100,0.050130957042676845,0.02883503827570163,3.7513204163729186,RandomSampler
49,cifar10,cifar10_0.0,Wrapped,100,0.04551058996321506,0.17193333202718564,3.2033778285755035,RandomSampler
50,cifar10,cifar10_0.0,Wrapped,100,0.037791765277108334,0.20159374291934457,4.05021049359033,RandomSampler
51,cifar10,cifar10_0.0,Wrapped,100,0.04936987782687475,0.18630353783178355,3.9110128914637334,RandomSampler
52,cifar10,cifar10_0.0,Wrapped,100,0.08307508661054662,0.31407226890821816,3.3618927115712585,RandomSampler
53,cifar10,cifar10_0.0,Wrapped,100,0.015117541245434326,0.20159374291934457,3.847811904378004,RandomSampler
54,cifar10,cifar10_0.0,Wrapped,100,0.005199954012223758,0.2724966677507765,3.693004389724374,RandomSampler
55,cifar10,cifar10_0.0,Wrapped,100,0.0978740260833485,0.07847565209171033,2.726695595857127,RandomSampler
56,cifar10,cifar10_0.0,Wrapped,100,0.005793600582450536,0.20159374291934457,3.6221959091113036,RandomSampler
57,cifar10,cifar10_0.0,Wrapped,100,0.006940673589982093,0.1340215826761443,3.197221852792109,RandomSampler
58,cifar10,cifar10_0.0,Wrapped,100,0.0949196495403906,0.3364257003845413,3.5445378841856745,RandomSampler
59,cifar10,cifar10_0.0,Wrapped,100,0.03598893998621201,0.17193333202718564,3.9604677770548644,RandomSampler
60,cifar10,cifar10_0.0,Wrapped,100,0.028057684764356865,0.1458258918637001,2.9014858850321117,RandomSampler
61,cifar10,cifar10_0.0,Wrapped,100,0.02364800786418102,0.09431637171212964,3.0389069158312236,RandomSampler
62,cifar10,cifar10_0.0,Wrapped,100,0.030134351270820862,0.3364257003845413,3.74629076697307,RandomSampler
63,cifar10,cifar10_0.0,Wrapped,100,0.0022614840839497367,0.20159374291934457,3.3600304556364335,RandomSampler
64,cifar10,cifar10_0.0,Wrapped,100,0.08332788284336154,0.3842348910748519,3.5297945024428143,RandomSampler
65,cifar10,cifar10_0.0,Wrapped,100,0.03757816410898238,0.06494022920568901,3.4874109577928607,RandomSampler
66,cifar10,cifar10_0.0,Wrapped,100,0.08091107192328646,0.10318684944381334,4.1016037047247025,RandomSampler
67,cifar10,cifar10_0.0,Wrapped,100,0.007258030205264438,0.112737534770601,3.335416215374589,RandomSampler
68,cifar10,cifar10_0.0,Wrapped,100,0.0007330418797342458,0.032068017514261284,3.4957835063472906,RandomSampler
69,cifar10,cifar10_0.0,Wrapped,100,0.08082879729117937,0.31407226890821816,3.405358175821475,RandomSampler
70,cifar10,cifar10_0.0,Wrapped,100,0.027372522963395665,0.04374847081530197,3.563377984119429,RandomSampler
71,cifar10,cifar10_0.0,Wrapped,100,0.03294782504284116,0.253263298639521,3.522423234676062,RandomSampler
72,cifar10,cifar10_0.0,Wrapped,100,0.018475509414693166,0.06494022920568901,3.7730728422497304,RandomSampler
73,cifar10,cifar10_0.0,Wrapped,100,0.024395607754339486,0.1458258918637001,3.160305581229295,RandomSampler
74,cifar10,cifar10_0.0,Wrapped,100,0.0724233912281897,0.31407226890821816,3.801241541913896,RandomSampler
75,cifar10,cifar10_0.0,Wrapped,100,0.09806722847276537,0.21783322268571823,2.6212791020729163,RandomSampler
76,cifar10,cifar10_0.0,Wrapped,100,0.02670215774078252,0.20159374291934457,3.456217779668832,RandomSampler
77,cifar10,cifar10_0.0,Wrapped,100,0.022975998867669153,0.09431637171212964,3.262250393246625,RandomSampler
78,cifar10,cifar10_0.0,Wrapped,100,0.016036298304938756,0.253263298639521,3.3378508134952245,RandomSampler
79,cifar10,cifar10_0.0,Wrapped,100,0.004469596659015951,0.12300392451700602,3.4505639201321174,RandomSampler
80,cifar10,cifar10_0.0,Wrapped,100,0.0017891581830244278,0.1584517677860415,2.6261589212350827,RandomSampler
81,cifar10,cifar10_0.0,Wrapped,100,0.011443635457355402,0.10318684944381334,3.981429405452545,RandomSampler
82,cifar10,cifar10_0.0,Wrapped,100,0.001880698117266325,0.1584517677860415,3.215664233129487,RandomSampler
83,cifar10,cifar10_0.0,Wrapped,100,0.012019505153831704,0.23504861641221936,3.674710062304948,RandomSampler
84,cifar10,cifar10_0.0,Wrapped,100,0.009669548852313168,0.1458258918637001,2.9698281974613927,RandomSampler
85,cifar10,cifar10_0.0,Wrapped,100,0.007406598968868892,0.5499406780599139,3.5699982330238527,RandomSampler
86,cifar10,cifar10_0.0,Wrapped,100,0.06969467185025517,0.21783322268571823,3.7095781464119137,RandomSampler
87,cifar10,cifar10_0.0,Wrapped,100,0.10887518847551825,0.12300392451700602,3.231602171545219,RandomSampler
88,cifar10,cifar10_0.0,Wrapped,100,0.03887573127383682,0.23504861641221936,3.543927076002692,RandomSampler
89,cifar10,cifar10_0.0,Wrapped,100,0.010164376487886031,0.12300392451700602,4.001982477389393,RandomSampler
90,cifar10,cifar10_0.0,Wrapped,100,0.040803598336417,0.23504861641221936,4.233024552931372,RandomSampler
91,cifar10,cifar10_0.0,Wrapped,100,0.031349522857910955,0.1340215826761443,3.3799004922154565,RandomSampler
92,cifar10,cifar10_0.0,Wrapped,100,0.05151521423131351,0.17193333202718564,3.3266784227094104,RandomSampler
93,cifar10,cifar10_0.0,Wrapped,100,0.0006653143558399081,0.12300392451700602,3.417206705331773,RandomSampler
94,cifar10,cifar10_0.0,Wrapped,100,0.014048928295705422,0.17193333202718564,3.0791611966346775,RandomSampler
95,cifar10,cifar10_0.0,Wrapped,100,0.23224383615764785,0.23504861641221936,4.290468140968633,RandomSampler
96,cifar10,cifar10_0.0,Wrapped,100,0.04062081926971898,0.05895422140436825,3.7500139879200516,RandomSampler
97,cifar10,cifar10_0.0,Wrapped,100,0.08658630714473288,0.1340215826761443,3.2357631713442605,RandomSampler
98,cifar10,cifar10_0.0,Wrapped,100,0.03521658411761514,0.1458258918637001,3.6588971447933547,RandomSampler
0,cifar10,cifar10_0.0,Wrapped,100,5.8187360238402894e-27,0.032068017514261284,1.8342578296148573,ClassOrderSampler
1,cifar10,cifar10_0.0,Wrapped,100,4.2312590506687653e-26,0.17193333202718564,2.0172764901323355,ClassOrderSampler
2,cifar10,cifar10_0.0,Wrapped,100,6.137161980579974e-31,0.025892518939781218,1.9252231572644631,ClassOrderSampler
3,cifar10,cifar10_0.0,Wrapped,100,1.0006624847474556e-28,0.07143654944636102,1.95519615469575,ClassOrderSampler
4,cifar10,cifar10_0.0,Wrapped,100,4.452045900532245e-31,0.004966324542922391,1.8363847854750224,ClassOrderSampler
5,cifar10,cifar10_0.0,Wrapped,100,4.352936818360771e-30,0.08609088756628817,1.778249116524512,ClassOrderSampler
6,cifar10,cifar10_0.0,Wrapped,100,1.5730514049036599e-31,0.21783322268571823,1.6638812688791165,ClassOrderSampler
7,cifar10,cifar10_0.0,Wrapped,100,3.5384105476092693e-29,0.020791997193519672,1.9811871551664353,ClassOrderSampler
8,cifar10,cifar10_0.0,Wrapped,100,8.578973873444962e-28,0.17193333202718564,2.2698428429473987,ClassOrderSampler
9,cifar10,cifar10_0.0,Wrapped,100,3.0059418162941124e-37,0.025892518939781218,1.3777098842641202,ClassOrderSampler
10,cifar10,cifar10_0.0,Wrapped,100,6.296684539458687e-37,0.04374847081530197,5.79110233728963,ClassOrderSampler
11,cifar10,cifar10_0.0,Wrapped,100,1.0848401204090541e-38,0.016604826009144452,5.665894616437436,ClassOrderSampler
12,cifar10,cifar10_0.0,Wrapped,100,3.855285599236105e-34,0.05344703231951623,5.147965379720954,ClassOrderSampler
13,cifar10,cifar10_0.0,Wrapped,100,9.695729521534347e-49,0.0483882228069963,4.9566943512452415,ClassOrderSampler
14,cifar10,cifar10_0.0,Wrapped,100,1.0791936868656632e-40,0.09431637171212964,4.808599496403549,ClassOrderSampler
15,cifar10,cifar10_0.0,Wrapped,100,9.112883615635735e-43,0.014808406583149046,5.475806437015999,ClassOrderSampler
16,cifar10,cifar10_0.0,Wrapped,100,1.0073915254782863e-33,0.013188183980475807,5.425487902497407,ClassOrderSampler
17,cifar10,cifar10_0.0,Wrapped,100,1.6128974041744233e-40,0.025892518939781218,5.397356212900195,ClassOrderSampler
18,cifar10,cifar10_0.0,Wrapped,100,6.192522304982375e-41,0.0483882228069963,5.709755476663704,ClassOrderSampler
19,cifar10,cifar10_0.0,Wrapped,100,1.2215558120928906e-32,0.05344703231951623,5.316492995891021,ClassOrderSampler
20,cifar10,cifar10_0.0,Wrapped,100,2.569155175174599e-24,0.013188183980475807,4.694702184441731,ClassOrderSampler
21,cifar10,cifar10_0.0,Wrapped,100,7.425127803368373e-23,0.31407226890821816,5.247013094671381,ClassOrderSampler
22,cifar10,cifar10_0.0,Wrapped,100,4.3387434315633345e-25,0.31407226890821816,4.337061502773031,ClassOrderSampler
23,cifar10,cifar10_0.0,Wrapped,100,1.826700512658325e-15,0.05344703231951623,5.1899825926376595,ClassOrderSampler
24,cifar10,cifar10_0.0,Wrapped,100,1.4285260166859146e-25,0.06494022920568901,4.184888991340645,ClassOrderSampler
25,cifar10,cifar10_0.0,Wrapped,100,7.6059641123765e-21,0.12300392451700602,4.724360248944067,ClassOrderSampler
26,cifar10,cifar10_0.0,Wrapped,100,2.834179487629452e-20,0.07143654944636102,4.933696339475301,ClassOrderSampler
27,cifar10,cifar10_0.0,Wrapped,100,3.483032955188079e-17,0.08609088756628817,4.9634962458658265,ClassOrderSampler
28,cifar10,cifar10_0.0,Wrapped,100,3.719656698687726e-23,0.04374847081530197,4.484186398197616,ClassOrderSampler
29,cifar10,cifar10_0.0,Wrapped,100,2.175118788894149e-21,0.025892518939781218,4.66358153677362,ClassOrderSampler
30,cifar10,cifar10_0.0,Wrapped,100,2.0002730399437444e-27,0.12300392451700602,0.4319964864957433,ClassOrderSampler
31,cifar10,cifar10_0.0,Wrapped,100,1.0933603660539858e-31,0.023218438292161275,0.43252174670763904,ClassOrderSampler
32,cifar10,cifar10_0.0,Wrapped,100,7.732739754400059e-33,0.20159374291934457,0.5921349623636525,ClassOrderSampler
33,cifar10,cifar10_0.0,Wrapped,100,4.306761232605016e-30,0.02883503827570163,0.6589478022591994,ClassOrderSampler
34,cifar10,cifar10_0.0,Wrapped,100,4.238936670979332e-31,0.020791997193519672,0.5590364729459361,ClassOrderSampler
