,Unnamed: 0,fold,path,loss
1,1,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag1/images/05_hermes_dag1_frame_100.jpg',)",0.5127015709877014
2,2,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag1/images/05_hermes_dag1_frame_1000.jpg',)",0.5135015249252319
3,3,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag1/images/05_hermes_dag1_frame_1025.jpg',)",0.5136926174163818
4,4,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag1/images/05_hermes_dag1_frame_1050.jpg',)",0.5106330513954163
5,5,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag1/images/05_hermes_dag1_frame_1075.jpg',)",0.5071317553520203
6,6,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag1/images/05_hermes_dag1_frame_1100.jpg',)",0.5116428732872009
7,7,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag1/images/05_hermes_dag1_frame_1125.jpg',)",0.5158684253692627
8,8,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag1/images/05_hermes_dag1_frame_1150.jpg',)",0.5143918991088867
9,9,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag1/images/05_hermes_dag1_frame_1175.jpg',)",0.5126814842224121
10,10,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag1/images/05_hermes_dag1_frame_1200.jpg',)",0.5117304921150208
11,11,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag1/images/05_hermes_dag1_frame_1225.jpg',)",0.5092903971672058
12,12,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag1/images/05_hermes_dag1_frame_125.jpg',)",0.5089694261550903
13,13,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag1/images/05_hermes_dag1_frame_1250.jpg',)",0.5068090558052063
14,14,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag1/images/05_hermes_dag1_frame_1275.jpg',)",0.5059161186218262
15,15,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag1/images/05_hermes_dag1_frame_1300.jpg',)",0.5078824162483215
16,16,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag1/images/05_hermes_dag1_frame_1325.jpg',)",0.5100793838500977
17,17,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag1/images/05_hermes_dag1_frame_1350.jpg',)",0.5126966238021851
18,18,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag1/images/05_hermes_dag1_frame_1375.jpg',)",0.5111337900161743
19,19,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag1/images/05_hermes_dag1_frame_1400.jpg',)",0.5126686096191406
20,20,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag1/images/05_hermes_dag1_frame_1425.jpg',)",0.5075671672821045
21,21,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag1/images/05_hermes_dag1_frame_1450.jpg',)",0.50633704662323
22,22,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag1/images/05_hermes_dag1_frame_1475.jpg',)",0.5065280795097351
23,23,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag1/images/05_hermes_dag1_frame_150.jpg',)",0.5061426162719727
24,24,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag1/images/05_hermes_dag1_frame_1500.jpg',)",0.5058131814002991
25,25,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag1/images/05_hermes_dag1_frame_1525.jpg',)",0.5061203837394714
26,26,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag1/images/05_hermes_dag1_frame_1550.jpg',)",0.5087032318115234
27,27,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag1/images/05_hermes_dag1_frame_1575.jpg',)",0.5108113288879395
28,28,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag1/images/05_hermes_dag1_frame_1600.jpg',)",0.5111976265907288
29,29,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag1/images/05_hermes_dag1_frame_1625.jpg',)",0.5066831111907959
30,30,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag1/images/05_hermes_dag1_frame_1650.jpg',)",0.5102953314781189
31,31,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag1/images/05_hermes_dag1_frame_1675.jpg',)",0.5118284225463867
32,32,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag1/images/05_hermes_dag1_frame_1700.jpg',)",0.5125998854637146
33,33,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag1/images/05_hermes_dag1_frame_1725.jpg',)",0.5103285312652588
34,34,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag1/images/05_hermes_dag1_frame_175.jpg',)",0.5052801370620728
35,35,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag1/images/05_hermes_dag1_frame_1750.jpg',)",0.508437991142273
36,36,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag1/images/05_hermes_dag1_frame_1775.jpg',)",0.5073386430740356
37,37,val,"('/home/birk/Datasets/NjordYolo/05_hermes_dag1/images/05_hermes_dag1_frame_1800.jpg',)",0.5072228908538818
