,ind_dataset,ood_dataset,rep_model,sample_size,vanilla_p,kn_p,loss
0,nico_dim,nico_0,ResNetClassifier,10,5.014349312276662e-11,7.052441913048601e-06,2.847679378092289
1,nico_dim,nico_0,ResNetClassifier,10,5.089919242070565e-12,0.0017252080065113414,4.332400512695313
2,nico_dim,nico_0,ResNetClassifier,10,8.670549431440442e-11,0.0010451859722047311,3.344247341156006
3,nico_dim,nico_0,ResNetClassifier,10,5.38787337913055e-09,0.006806179435775496,4.160877752304077
4,nico_dim,nico_0,ResNetClassifier,10,4.7886410254983934e-11,0.00035640144010714247,5.01318279504776
5,nico_dim,nico_0,ResNetClassifier,10,6.722830233429213e-10,0.00035640144010714247,3.7570123434066773
6,nico_dim,nico_0,ResNetClassifier,10,3.531037177209641e-11,1.4767376620453829e-05,3.125482088327408
7,nico_dim,nico_0,ResNetClassifier,10,1.8408873298859903e-11,1.4767376620453829e-05,4.243060755729675
8,nico_dim,nico_0,ResNetClassifier,10,2.2875677667271346e-09,0.0010451859722047311,4.588920426368714
9,nico_dim,nico_0,ResNetClassifier,10,1.2272168338622425e-09,0.00035640144010714247,4.6365385293960575
10,nico_dim,nico_0,ResNetClassifier,10,1.1683793616148562e-11,0.0017252080065113414,2.0531529068946837
11,nico_dim,nico_0,ResNetClassifier,10,5.724289708240756e-10,0.010329637176077959,2.9330825209617615
12,nico_dim,nico_0,ResNetClassifier,10,1.918425940479261e-10,0.0010451859722047311,5.08888965845108
13,nico_dim,nico_0,ResNetClassifier,10,0.0002268310098351647,0.002783205073058452,3.5906081080436705
14,nico_dim,nico_0,ResNetClassifier,10,0.0005213013778074142,0.00010956692813324749,3.712153685092926
15,nico_dim,nico_0,ResNetClassifier,10,5.124996265514639e-05,0.00035640144010714247,2.8493796944618226
16,nico_dim,nico_0,ResNetClassifier,10,1.5473048153853212e-06,0.00035640144010714247,2.697359013557434
17,nico_dim,nico_0,ResNetClassifier,10,6.543418960239692e-06,0.00020037382917069028,4.891853940486908
18,nico_dim,nico_0,ResNetClassifier,10,3.2707112664196213e-05,0.002783205073058452,6.559379291534424
19,nico_dim,nico_0,ResNetClassifier,10,4.279703615359546e-07,0.00010956692813324749,6.247394037246704
20,nico_dim,nico_0,ResNetClassifier,10,6.087945975354666e-05,0.0010451859722047311,4.849379193782807
21,nico_dim,nico_0,ResNetClassifier,10,2.278524925963568e-06,0.0006178973521373264,2.745632588863373
22,nico_dim,nico_0,ResNetClassifier,10,3.9704776411054065e-06,0.00010956692813324749,4.102312159538269
23,nico_dim,nico_0,ResNetClassifier,10,4.9446636443910344e-05,0.0006178973521373264,3.0884178996086122
24,nico_dim,nico_0,ResNetClassifier,10,1.3547702719226074e-07,0.00035640144010714247,1.9183419346809387
25,nico_dim,nico_0,ResNetClassifier,10,8.391012051222427e-05,0.004396267459114668,5.128360271453857
26,nico_dim,nico_0,ResNetClassifier,10,2.6141888058467603e-05,0.0017252080065113414,4.316158270835876
27,nico_dim,nico_0,ResNetClassifier,10,2.3571366257995664e-05,0.0017252080065113414,4.875272560119629
28,nico_dim,nico_0,ResNetClassifier,10,2.560948106662998e-07,0.0010451859722047311,6.2340210437774655
29,nico_dim,nico_0,ResNetClassifier,10,4.98971340383886e-08,0.00035640144010714247,5.471954107284546
30,nico_dim,nico_0,ResNetClassifier,10,1.3731743317770873e-05,0.0017252080065113414,5.800078058242798
31,nico_dim,nico_0,ResNetClassifier,10,2.1065076339243137e-05,0.002783205073058452,4.567470574378968
32,nico_dim,nico_0,ResNetClassifier,10,6.754722251222389e-05,0.0010451859722047311,6.776687097549439
33,nico_dim,nico_0,ResNetClassifier,10,3.908592697021191e-06,0.004396267459114668,4.565589046478271
34,nico_dim,nico_0,ResNetClassifier,10,0.00010411538629521447,0.0017252080065113414,1.8736741453409196
35,nico_dim,nico_0,ResNetClassifier,10,0.0004984682621459957,0.006806179435775496,4.7642668843269345
36,nico_dim,nico_0,ResNetClassifier,10,5.571925598547055e-05,0.0006178973521373264,2.846029722690582
37,nico_dim,nico_0,ResNetClassifier,10,2.5751547951439073e-05,2.9797081712253577e-05,2.6417837619781492
38,nico_dim,nico_0,ResNetClassifier,10,1.856539497615073e-05,0.00010956692813324749,2.6750887095928193
39,nico_dim,nico_0,ResNetClassifier,10,5.911902067888769e-06,0.002783205073058452,4.400407695770264
40,nico_dim,nico_0,ResNetClassifier,10,0.0007183849428771487,0.0017252080065113414,6.041642713546753
41,nico_dim,nico_0,ResNetClassifier,10,4.9191851999578016e-05,0.0006178973521373264,5.917858529090881
42,nico_dim,nico_0,ResNetClassifier,10,0.0007940291344649907,0.0017252080065113414,6.4689977169036865
43,nico_dim,nico_0,ResNetClassifier,10,0.00022206249151924184,0.004396267459114668,6.254566931724549
44,nico_dim,nico_0,ResNetClassifier,10,0.0007940291344649907,0.0006178973521373264,4.600595140457154
45,nico_dim,nico_0,ResNetClassifier,10,0.0011225049223650718,0.0006178973521373264,5.034892964363098
46,nico_dim,nico_0,ResNetClassifier,10,0.0019856028701946147,0.004396267459114668,1.0012025639414788
47,nico_dim,nico_0,ResNetClassifier,10,0.0002614010175127684,0.0017252080065113414,0.49459771923720836
48,nico_dim,nico_0,ResNetClassifier,10,0.00040355772677575863,0.0017252080065113414,0.45163029432296753
49,nico_dim,nico_0,ResNetClassifier,10,0.0008124853662793984,0.00035640144010714247,1.9880909729748963
50,nico_dim,nico_0,ResNetClassifier,10,0.0005858063019909273,0.0017252080065113414,3.238008999824524
51,nico_dim,nico_0,ResNetClassifier,10,4.017329172195917e-05,0.002783205073058452,2.6969762086868285
52,nico_dim,nico_0,ResNetClassifier,10,0.0013447370381556615,0.004396267459114668,2.43090705871582
53,nico_dim,nico_0,ResNetClassifier,10,3.070908276218466e-05,0.00020037382917069028,2.9937161207199097
54,nico_dim,nico_0,ResNetClassifier,10,0.0010458809975401073,0.00020037382917069028,3.0627576112747192
